EOOGL[23]__benford_correlation,Pg1[20]__range_count__max_1__min_-1,EOGR[22]__benford_correlation,Pg1[20]__root_mean_square,Pg1[20]__absolute_maximum,"Pg1[20]__fft_coefficient__attr_""abs""__coeff_0",Pg1[20]__abs_energy,Cz[19]__count_below__t_0,Cz[19]__range_count__max_1000000000000.0__min_0,Cz[19]__range_count__max_0__min_-1000000000000.0,"Cz[19]__fft_coefficient__attr_""angle""__coeff_0",Cz[19]__count_above__t_0,"EOOGL[23]__fft_coefficient__attr_""angle""__coeff_0",EOOGL[23]__count_above__t_0,EOOGL[23]__range_count__max_1000000000000.0__min_0,EOOGL[23]__range_count__max_0__min_-1000000000000.0,EOOGL[23]__range_count__max_1__min_-1,EOGR[22]__count_below__t_0,EMG[24]__count_below__t_0,EOGR[22]__range_count__max_0__min_-1000000000000.0,EOGR[22]__range_count__max_1__min_-1,"EOGR[22]__fft_coefficient__attr_""angle""__coeff_0",EMG[24]__count_above__t_0,EOOGL[23]__count_below__t_0,EOGR[22]__count_above__t_0,EMG[24]__sum_values,EOGR[22]__range_count__max_1000000000000.0__min_0,EMG[24]__median,EMG[24]__range_count__max_1000000000000.0__min_0,EMG[24]__range_count__max_0__min_-1000000000000.0,EMG[24]__range_count__max_1__min_-1,EMG[24]__abs_energy,"EMG[24]__fft_coefficient__attr_""abs""__coeff_0","EMG[24]__fft_coefficient__attr_""real""__coeff_0","EMG[24]__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)","EMG[24]__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)","EMG[24]__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)","EMG[24]__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",EMG[24]__quantile__q_0.9,EMG[24]__quantile__q_0.8,"EMG[24]__fft_coefficient__attr_""angle""__coeff_0",EMG[24]__quantile__q_0.6,EMG[24]__mean,EMG[24]__quantile__q_0.7,EMG[24]__maximum,EMG[24]__absolute_maximum,EMG[24]__minimum,EMG[24]__benford_correlation,EMG[24]__root_mean_square,EMG[24]__quantile__q_0.2,EMG[24]__quantile__q_0.3,EMG[24]__quantile__q_0.4,EMG[24]__quantile__q_0.1,Pg2[21]__range_count__max_1__min_-1
0.2956569776377357,0.0,0.2956569776377357,2.7024145334197187,2.7024145334197187,2.7024145334197187,7.303044310438116,1.0,0.0,1.0,180.0,0.0,180.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,180.0,1.0,1.0,0.0,2.783882181415014,0.0,2.783882181415014,1.0,0.0,0.0,7.750000000000016,2.783882181415014,2.783882181415014,0.5399055023795133,0.763541683864967,1.0798110047590266,1.707331108776721,2.783882181415014,2.783882181415014,0.0,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,0.2956569776377357,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,0.0
0.2956569776377357,0.0,0.2956569776377357,2.7024145334197187,2.7024145334197187,2.7024145334197187,7.303044310438116,1.0,0.0,1.0,180.0,0.0,180.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,180.0,1.0,1.0,0.0,2.783882181415014,0.0,2.783882181415014,1.0,0.0,0.0,7.750000000000016,2.783882181415014,2.783882181415014,0.5399055023795133,0.763541683864967,1.0798110047590266,1.707331108776721,2.783882181415014,2.783882181415014,0.0,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,0.2956569776377357,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,0.0
0.2956569776377357,0.0,0.2956569776377357,2.7024145334197187,2.7024145334197187,2.7024145334197187,7.303044310438116,1.0,0.0,1.0,180.0,0.0,180.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,180.0,1.0,1.0,0.0,2.783882181415014,0.0,2.783882181415014,1.0,0.0,0.0,7.750000000000016,2.783882181415014,2.783882181415014,0.5399055023795133,0.763541683864967,1.0798110047590266,1.707331108776721,2.783882181415014,2.783882181415014,0.0,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,0.2956569776377357,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,0.0
0.2956569776377357,0.0,0.2956569776377357,2.7024145334197187,2.7024145334197187,2.7024145334197187,7.303044310438116,1.0,0.0,1.0,180.0,0.0,180.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,180.0,1.0,1.0,0.0,2.783882181415014,0.0,2.783882181415014,1.0,0.0,0.0,7.750000000000016,2.783882181415014,2.783882181415014,0.5399055023795133,0.763541683864967,1.0798110047590266,1.707331108776721,2.783882181415014,2.783882181415014,0.0,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,0.2956569776377357,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,2.783882181415014,0.0
0.06291512241389036,1.0,0.06291512241389036,0.18416118808424764,0.18416118808424764,0.18416118808424764,0.03391534319660164,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3592106040535469,1.0,-0.3592106040535469,0.0,1.0,1.0,0.12903225806451402,0.3592106040535469,-0.3592106040535469,-0.06966522611348495,-0.09852150759547872,-0.1393304522269699,-0.22030078822925228,-0.3592106040535469,-0.3592106040535469,180.0,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,0.3592106040535469,-0.3592106040535469,0.06291512241389036,0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,1.0
0.06291512241389036,1.0,0.06291512241389036,0.02239699162409948,0.02239699162409948,0.02239699162409948,0.0005016252338099822,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3592106040535469,1.0,-0.3592106040535469,0.0,1.0,1.0,0.12903225806451402,0.3592106040535469,-0.3592106040535469,-0.06966522611348495,-0.09852150759547872,-0.1393304522269699,-0.22030078822925228,-0.3592106040535469,-0.3592106040535469,180.0,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,0.3592106040535469,-0.3592106040535469,0.06291512241389036,0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,1.0
0.06291512241389036,1.0,0.06291512241389036,0.26049790667211503,0.26049790667211503,0.26049790667211503,0.06785915938055395,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3592106040535469,1.0,-0.3592106040535469,0.0,1.0,1.0,0.12903225806451402,0.3592106040535469,-0.3592106040535469,-0.06966522611348495,-0.09852150759547872,-0.1393304522269699,-0.22030078822925228,-0.3592106040535469,-0.3592106040535469,180.0,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,0.3592106040535469,-0.3592106040535469,0.06291512241389036,0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,1.0
0.06291512241389036,1.0,0.06291512241389036,0.09659848146875273,0.09659848146875273,0.09659848146875273,0.009331266622068965,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3592106040535469,1.0,-0.3592106040535469,0.0,1.0,1.0,0.12903225806451402,0.3592106040535469,-0.3592106040535469,-0.06966522611348495,-0.09852150759547872,-0.1393304522269699,-0.22030078822925228,-0.3592106040535469,-0.3592106040535469,180.0,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,0.3592106040535469,-0.3592106040535469,0.06291512241389036,0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,1.0
0.06291512241389036,1.0,0.06291512241389036,0.40942934783864066,0.40942934783864066,0.40942934783864066,0.1676323908715746,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3592106040535469,1.0,-0.3592106040535469,0.0,1.0,1.0,0.12903225806451402,0.3592106040535469,-0.3592106040535469,-0.06966522611348495,-0.09852150759547872,-0.1393304522269699,-0.22030078822925228,-0.3592106040535469,-0.3592106040535469,180.0,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,0.3592106040535469,-0.3592106040535469,0.06291512241389036,0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,1.0
0.06291512241389036,1.0,0.06291512241389036,0.3944613638018039,0.3944613638018039,0.3944613638018039,0.15559976753237909,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3592106040535469,1.0,-0.3592106040535469,0.0,1.0,1.0,0.12903225806451402,0.3592106040535469,-0.3592106040535469,-0.06966522611348495,-0.09852150759547872,-0.1393304522269699,-0.22030078822925228,-0.3592106040535469,-0.3592106040535469,180.0,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,0.3592106040535469,-0.3592106040535469,0.06291512241389036,0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,-0.3592106040535469,1.0
